1773621834,5672,,,
1773621835,7468,,Max,72736
1773621836,7468,,Min,5672
1773621837,37272,,Avg,67337.13793
1773621838,68156,,,
1773621839,70844,,,
1773621840,65312,,,
1773621841,72736,,,
1773621843,70484,,,
1773621844,70508,,,
1773621845,70652,,,
1773621846,70652,,,
1773621847,69856,,,
1773621848,68900,,,
1773621849,68932,,,
1773621850,68084,,,
1773621851,69308,,,
1773621852,68004,,,
1773621853,69964,,,
1773621855,69516,,,
1773621856,68456,,,
1773621857,68472,,,
1773621858,70252,,,
1773621859,67600,,,
1773621860,66788,,,
1773621861,67204,,,
1773621862,70452,,,
1773621863,70376,,,
1773621864,70384,,,
1773621865,68784,,,
1773621866,68112,,,
1773621867,70960,,,
1773621868,68248,,,
1773621869,67896,,,
1773621871,68632,,,
1773621872,69880,,,
1773621873,65608,,,
1773621874,70000,,,
1773621875,68204,,,
1773621876,71396,,,
1773621877,65968,,,
1773621878,64096,,,
1773621879,64464,,,
1773621880,72036,,,
1773621881,65200,,,
1773621882,70700,,,
1773621883,69124,,,
1773621884,69520,,,
1773621885,68600,,,
1773621886,71964,,,
1773621888,70508,,,
1773621889,71164,,,
1773621890,66904,,,
1773621891,66912,,,
1773621892,68992,,,
1773621893,68592,,,
1773621894,68032,,,
1773621895,67664,,,
1773621896,71536,,,
1773621897,71132,,,
1773621898,70300,,,
1773621899,69976,,,
1773621900,69064,,,
1773621901,68616,,,
1773621902,71448,,,
1773621903,72360,,,
1773621905,72368,,,
1773621906,68416,,,
1773621907,68416,,,
1773621908,68560,,,
1773621909,68624,,,
1773621910,69504,,,
1773621911,69512,,,
1773621912,70716,,,
1773621913,70316,,,
1773621914,70316,,,
1773621915,71812,,,
1773621916,71460,,,
1773621918,71044,,,
1773621919,71660,,,
1773621920,68968,,,
1773621921,69956,,,
1773621922,70428,,,
1773621923,69552,,,
1773621924,66144,,,
1773621925,70004,,,
1773621926,70008,,,
1773621927,66916,,,
1773621928,69348,,,
1773621929,69492,,,
1773621930,68836,,,
1773621931,66840,,,
1773621933,69336,,,
1773621934,69400,,,
1773621935,69400,,,
1773621936,70092,,,
1773621937,70588,,,
1773621938,68312,,,
1773621939,71004,,,
1773621940,72200,,,
1773621941,69984,,,
1773621942,69500,,,
1773621943,67828,,,
1773621944,70160,,,
1773621946,71556,,,
1773621947,71012,,,
1773621948,69892,,,
1773621949,69988,,,
1773621950,71136,,,
1773621951,71140,,,
1773621952,69248,,,
1773621953,72100,,,
1773621954,71924,,,
1773621955,68816,,,
1773621956,70608,,,
1773621957,44304,,,
