1773002244,7424,,,
1773002245,7444,,Max,7892
1773002246,7448,,Min,7424
1773002247,7584,,Avg,7747.7
1773002248,7660,,,
1773002249,7756,,,
1773002250,7756,,,
1773002251,7756,,,
1773002252,7756,,,
1773002253,7756,,,
1773002254,7756,,,
1773002255,7756,,,
1773002256,7756,,,
1773002257,7756,,,
1773002258,7756,,,
1773002259,7756,,,
1773002260,7756,,,
1773002261,7756,,,
1773002262,7756,,,
1773002263,7756,,,
1773002264,7756,,,
1773002265,7756,,,
1773002266,7756,,,
1773002267,7756,,,
1773002268,7756,,,
1773002269,7756,,,
1773002270,7756,,,
1773002271,7756,,,
1773002272,7756,,,
1773002274,7756,,,
1773002275,7756,,,
1773002276,7756,,,
1773002277,7756,,,
1773002278,7756,,,
1773002279,7756,,,
1773002280,7756,,,
1773002281,7756,,,
1773002282,7756,,,
1773002283,7756,,,
1773002284,7756,,,
1773002285,7756,,,
1773002286,7756,,,
1773002287,7756,,,
1773002288,7756,,,
1773002289,7756,,,
1773002290,7756,,,
1773002291,7756,,,
1773002292,7756,,,
1773002293,7756,,,
1773002294,7756,,,
1773002295,7756,,,
1773002296,7756,,,
1773002297,7756,,,
1773002298,7756,,,
1773002299,7756,,,
1773002300,7756,,,
1773002301,7756,,,
1773002302,7756,,,
1773002303,7756,,,
1773002304,7756,,,
1773002305,7756,,,
1773002306,7756,,,
1773002307,7756,,,
1773002309,7756,,,
1773002310,7756,,,
1773002311,7756,,,
1773002312,7756,,,
1773002313,7756,,,
1773002314,7756,,,
1773002315,7756,,,
1773002316,7756,,,
1773002317,7756,,,
1773002318,7756,,,
1773002319,7756,,,
1773002320,7756,,,
1773002321,7756,,,
1773002322,7756,,,
1773002323,7756,,,
1773002324,7756,,,
1773002325,7756,,,
1773002326,7756,,,
1773002327,7756,,,
1773002328,7756,,,
1773002329,7756,,,
1773002330,7756,,,
1773002331,7756,,,
1773002332,7756,,,
1773002333,7756,,,
1773002334,7756,,,
1773002335,7756,,,
1773002336,7756,,,
1773002337,7756,,,
1773002338,7756,,,
1773002339,7756,,,
1773002340,7756,,,
1773002342,7756,,,
1773002343,7756,,,
1773002344,7756,,,
1773002345,7756,,,
1773002346,7756,,,
1773002347,7756,,,
1773002348,7756,,,
1773002349,7756,,,
1773002350,7844,,,
1773002351,7756,,,
1773002352,7756,,,
1773002353,7756,,,
1773002354,7756,,,
1773002355,7756,,,
1773002356,7756,,,
1773002357,7756,,,
1773002358,7756,,,
1773002359,7756,,,
1773002360,7756,,,
1773002361,7756,,,
1773002362,7756,,,
1773002363,7892,,,
1773002364,7756,,,
1773002365,7756,,,
1773002366,7756,,,
