1773614604,5624,,,
1773614605,5624,,Max,11548
1773614606,6744,,Min,5624
1773614607,6744,,Avg,9439.414634
1773614608,7360,,,
1773614609,7456,,,
1773614610,7512,,,
1773614611,7564,,,
1773614612,7604,,,
1773614613,7648,,,
1773614615,7712,,,
1773614616,7752,,,
1773614617,7776,,,
1773614618,7836,,,
1773614619,7860,,,
1773614620,7920,,,
1773614621,7944,,,
1773614622,7976,,,
1773614623,8008,,,
1773614624,8036,,,
1773614625,8100,,,
1773614626,8120,,,
1773614627,8152,,,
1773614628,8208,,,
1773614629,8228,,,
1773614630,8252,,,
1773614631,8276,,,
1773614632,8296,,,
1773614633,8360,,,
1773614634,8384,,,
1773614635,8444,,,
1773614636,8468,,,
1773614637,8488,,,
1773614638,8512,,,
1773614639,8536,,,
1773614640,8596,,,
1773614641,8628,,,
1773614642,8688,,,
1773614643,8712,,,
1773614644,8736,,,
1773614645,8756,,,
1773614646,8780,,,
1773614647,8804,,,
1773614648,8868,,,
1773614649,8928,,,
1773614650,8952,,,
1773614651,8972,,,
1773614652,8996,,,
1773614653,9020,,,
1773614654,9040,,,
1773614655,9104,,,
1773614656,9124,,,
1773614657,9184,,,
1773614658,9204,,,
1773614659,9228,,,
1773614660,9252,,,
1773614661,9272,,,
1773614662,9300,,,
1773614663,9372,,,
1773614664,9424,,,
1773614665,9448,,,
1773614666,9472,,,
1773614667,9492,,,
1773614668,9516,,,
1773614669,9540,,,
1773614670,9632,,,
1773614671,9664,,,
1773614672,9704,,,
1773614673,9748,,,
1773614674,9772,,,
1773614675,9796,,,
1773614676,9816,,,
1773614677,9912,,,
1773614678,9944,,,
1773614679,9980,,,
1773614680,10004,,,
1773614681,10024,,,
1773614682,10048,,,
1773614683,10068,,,
1773614684,10092,,,
1773614685,10188,,,
1773614686,10220,,,
1773614687,10240,,,
1773614688,10264,,,
1773614689,10288,,,
1773614690,10308,,,
1773614691,10332,,,
1773614692,10412,,,
1773614693,10456,,,
1773614694,10480,,,
1773614695,10500,,,
1773614697,10524,,,
1773614698,10548,,,
1773614699,10568,,,
1773614700,10592,,,
1773614701,10668,,,
1773614702,10692,,,
1773614703,10716,,,
1773614704,10760,,,
1773614705,10784,,,
1773614706,10808,,,
1773614707,10828,,,
1773614708,10900,,,
1773614709,10924,,,
1773614710,10944,,,
1773614711,11004,,,
1773614712,11028,,,
1773614713,11048,,,
1773614714,11072,,,
1773614715,11116,,,
1773614716,11168,,,
1773614717,11192,,,
1773614718,11244,,,
1773614719,11264,,,
1773614720,11288,,,
1773614721,11312,,,
1773614722,11332,,,
1773614723,11408,,,
1773614724,11432,,,
1773614725,11480,,,
1773614726,11504,,,
1773614727,11528,,,
1773614728,11548,,,
