1773614408,5604,,,
1773614409,5604,,Max,40184
1773614410,6652,,Min,5604
1773614411,6652,,Avg,24536.74797
1773614412,7712,,,
1773614413,8084,,,
1773614414,8372,,,
1773614415,8744,,,
1773614416,9012,,,
1773614417,9268,,,
1773614418,9620,,,
1773614419,9896,,,
1773614420,10208,,,
1773614421,10504,,,
1773614422,10816,,,
1773614423,11096,,,
1773614424,11376,,,
1773614425,11664,,,
1773614426,11980,,,
1773614427,12272,,,
1773614428,12608,,,
1773614429,12888,,,
1773614430,13176,,,
1773614431,13488,,,
1773614432,13776,,,
1773614433,14092,,,
1773614434,14372,,,
1773614435,14656,,,
1773614436,14976,,,
1773614437,15252,,,
1773614438,15576,,,
1773614439,15856,,,
1773614441,16144,,,
1773614442,16460,,,
1773614443,16748,,,
1773614444,17068,,,
1773614445,17352,,,
1773614446,17628,,,
1773614447,17964,,,
1773614448,18256,,,
1773614449,18572,,,
1773614450,18848,,,
1773614451,19128,,,
1773614452,19432,,,
1773614453,19728,,,
1773614454,20044,,,
1773614455,20332,,,
1773614456,20620,,,
1773614457,20912,,,
1773614458,21228,,,
1773614459,21528,,,
1773614460,21828,,,
1773614461,22112,,,
1773614462,22396,,,
1773614463,22712,,,
1773614464,22988,,,
1773614465,23312,,,
1773614466,23592,,,
1773614467,23872,,,
1773614468,24204,,,
1773614469,24480,,,
1773614470,24796,,,
1773614471,25080,,,
1773614472,25364,,,
1773614473,25696,,,
1773614474,25956,,,
1773614475,26276,,,
1773614476,26564,,,
1773614477,26848,,,
1773614478,27180,,,
1773614479,27444,,,
1773614480,27760,,,
1773614481,28040,,,
1773614482,28328,,,
1773614483,28644,,,
1773614484,28928,,,
1773614485,29224,,,
1773614486,29524,,,
1773614487,29808,,,
1773614488,30120,,,
1773614489,30424,,,
1773614490,30712,,,
1773614491,31008,,,
1773614492,31296,,,
1773614493,31584,,,
1773614494,31900,,,
1773614495,32184,,,
1773614496,32496,,,
1773614497,32772,,,
1773614498,33052,,,
1773614499,33376,,,
1773614500,33660,,,
1773614501,33972,,,
1773614502,34256,,,
1773614503,34536,,,
1773614504,34852,,,
1773614505,35152,,,
1773614506,35456,,,
1773614507,35736,,,
1773614508,36028,,,
1773614509,36332,,,
1773614510,36628,,,
1773614511,36928,,,
1773614512,37220,,,
1773614513,37500,,,
1773614514,37808,,,
1773614515,38100,,,
1773614516,38408,,,
1773614517,38704,,,
1773614518,38984,,,
1773614519,39280,,,
1773614520,39580,,,
1773614521,39884,,,
1773614522,40184,,,
1773614523,38212,,,
1773614524,38416,,,
1773614525,38616,,,
1773614526,38812,,,
1773614527,39012,,,
1773614528,39212,,,
1773614529,39412,,,
1773614530,39608,,,
1773614531,39808,,,
